x,y,yR,yn,yRecTV,yRecTV2,yRecTV1p2,yRecTVR
0.38,-2.3719024534602937,-2.3719024534602937,-2.4841348682241478,-2.4323393795198522,-2.3845134348054047,-2.455472933664093,-2.4323173290137134
0.382,-2.3781856387674734,-2.3781856387674734,-2.1614223447527747,-2.4323393795198522,-2.387062947793872,-2.455449760610084,-2.4323173290137134
0.384,-2.384468824074653,-2.384468824074653,-2.150826698409115,-2.4322021575245785,-2.3905011287853837,-2.455465622100579,-2.43218010701844
0.386,-2.3907520093818326,-2.3907520093818326,-2.2248647800536236,-2.4322021575245785,-2.3943298484458304,-2.4554884776692156,-2.43218010701844
0.388,-2.3970351946890123,-2.3970351946890123,-2.4469506095571623,-2.4321823736433936,-2.398158568106277,-2.4555113332378524,-2.4321603231372544
0.39,-2.4033183799961915,-2.4033183799961915,-2.7690795635555934,-2.4321823736433936,-2.4027557240154467,-2.4555656915837694,-2.4321603231372544
0.392,-2.4096015653033716,-2.4096015653033716,-2.495181645218284,-2.4321305195078167,-2.4076590129910547,-2.455673856171704,-2.4321084690016774
0.394,-2.4158847506105507,-2.4158847506105507,-2.0394790255621844,-2.4321305195078167,-2.4125623019666627,-2.4557820207596395,-2.4321084690016774
0.396,-2.422167935917731,-2.422167935917731,-2.118852169473177,-2.43212724581769,-2.4180709266834817,-2.456093460420251,-2.432105195311551
0.398,-2.42845112122491,-2.42845112122491,-2.5481650320869,-2.43212724581769,-2.4237930230287548,-2.456655813209604,-2.432105195311551
0.4,-2.4347343065320897,-2.4347343065320897,-2.0917196943700462,-2.4322706103308382,-2.4295151193740274,-2.457218165998957,-2.432248559824699
0.402,-2.4410174918392693,-2.4410174918392693,-2.364355022509818,-2.4322706103308382,-2.4356631499955768,-2.458221372393507,-2.432248559824699
0.404,-2.447300677146449,-2.447300677146449,-2.5433941430495297,-2.432442893620316,-2.4419367418871776,-2.459472381979982,-2.4324208431141767
