x,y,yR,yn,yRecTV,yRecTV2,yRecTV1p2,yRecTVR
0.408,-2.459867047760808,-2.459867047760808,-2.885479580632519,-2.494594137082503,-2.454810803789836,-2.4672876139220445,-2.4945939068997296
0.41,-2.4661502330679874,-2.4661502330679874,-2.374931914549809,-2.494594137082503,-2.4613892143050737,-2.471802554684841,-2.4945939068997296
0.412,-2.472433418375167,-2.472433418375167,-2.7012735209882894,-2.4945596100508447,-2.4679676248203113,-2.4763174954476375,-2.4945593798680727
0.414,-2.4787166036823467,-2.4787166036823467,-2.5380138418759026,-2.4945596100508447,-2.4746595602989165,-2.481272399681496,-2.4945593798680727
0.416,-2.4849997889895263,-2.4849997889895263,-2.405916038080333,-2.494518297233508,-2.4813526922113938,-2.486417368319203,-2.494518067050736
0.418,-2.491282974296706,-2.491282974296706,-2.513291943506927,-2.494518297233508,-2.488045824123871,-2.49156233695691,-2.494518067050736
0.42,-2.4975661596038856,-2.4975661596038856,-2.241034496786909,-2.4945207561469314,-2.494750990299769,-2.4970814408191373,-2.4945205259641594
0.422,-2.503849344911065,-2.503849344911065,-2.0982321275730085,-2.4945207561469314,-2.501428579889978,-2.5027471691910317,-2.4945205259641594
0.424,-2.510132530218245,-2.510132530218245,-2.7420971393372757,-2.494583256575904,-2.508106169480187,-2.508412897562926,-2.4945830263931317
0.426,-2.516415715525424,-2.516415715525424,-2.2448219803535325,-2.494583256575904,-2.514738237082909,-2.5143697979860935,-2.4945830263931317
0.428,-2.522698900832604,-2.522698900832604,-2.266511118433824,-2.494743949394309,-2.521334698233752,-2.520429821509869,-2.4947437192115367
0.43,-2.5289820861397834,-2.5289820861397834,-2.551826188234002,-2.528967166203061,-2.5279311593845954,-2.5264898450336446,-2.5289671661791986
0.432,-2.535265271446963,-2.535265271446963,-2.5069583022314963,-2.52920278565208,-2.5344645147418747,-2.532757367042277,-2.5292027856282178
0.434,-2.5415484567541426,-2.5415484567541426,-2.7101378583423195,-2.590971910001065,-2.5409699135368875,-2.539090779400717,-2.59097190999729
0.436,-2.5478316420613223,-2.5478316420613223,-2.552666462761434,-2.5911951842417325,-2.5474753123319003,-2.545424191759157,-2.5911951842379577
0.438,-2.554114827368502,-2.554114827368502,-2.9112937995269315,-2.5911951842417325,-2.553930317412532,-2.5518926814281575,-2.5911951842379577
0.44,-2.560398012675681,-2.560398012675681,-2.69456287241447,-2.5913398741478786,-2.5603738209375466,-2.5583988467768624,-2.5913398741441043
0.442,-2.566681197982861,-2.566681197982861,-2.37696160816865,-2.5913398741478786,-2.5668173244625607,-2.5649050121255668,-2.5913398741441043
0.444,-2.5729643832900404,-2.5729643832900404,-2.3125455799728645,-2.5914959900483323,-2.5732401634274265,-2.571490220903688,-2.5914959900445576
0.446,-2.5792475685972205,-2.5792475685972205,-2.659885401647534,-2.5914959900483323,-2.579669110509576,-2.5780927541902185,-2.5914959900445576
0.448,-2.5855307539043997,-2.5855307539043997,-2.567753400117,-2.591722903418556,-2.586098057591726,-2.584695287476749,-2.591722903414782
0.45,-2.5918139392115793,-2.5918139392115793,-2.8763643317680434,-2.591722903418556,-2.5925382010023337,-2.591334996985227,-2.591722903414782
0.452,-2.598097124518759,-2.598097124518759,-2.598222204390402,-2.591897279804069,-2.5989956446798894,-2.597975253206082,-2.591897279800296
0.454,-2.6043803098259386,-2.6043803098259386,-2.7536904835112104,-2.591897279804069,-2.6054530883574447,-2.6046155094269365,-2.591897279800296
0.456,-2.6106634951331182,-2.6106634951331182,-2.5734761775239994,-2.592003458421788,-2.6119409234922615,-2.6112571914422804,-2.5920034584180147
0.458,-2.6169466804402974,-2.6169466804402974,-2.360783241288588,-2.592003458421788,-2.618444052325036,-2.6178804642830102,-2.5920034584180147
0.46,-2.6232298657474775,-2.6232298657474775,-2.639493959638952,-2.592115910340472,-2.6249471811578107,-2.62450373712374,-2.5921159103366986
0.462,-2.6295130510546567,-2.6295130510546567,-2.2913934910181775,-2.592115910340472,-2.631473981968784,-2.631088134978231,-2.5921159103366986
0.464,-2.635796236361837,-2.635796236361837,-2.6725821394442946,-2.6531652290259613,-2.637995578120294,-2.637627910342658,-2.653165228081966
0.466,-2.642079421669016,-2.642079421669016,-2.871178564632266,-2.6531652290259613,-2.6445171742718045,-2.6441676857070844,-2.653165228081966
0.468,-2.6483626069761956,-2.6483626069761956,-2.4189367986776515,-2.653397969905797,-2.651019560023676,-2.650614488852913,-2.653397968961802
0.47,-2.6546457922833753,-2.6546457922833753,-2.8132089503499014,-2.654847669124066,-2.65747476813982,-2.6569807866769444,-2.654847667522508
0.472,-2.6609289775905545,-2.6609289775905545,-2.5946556678114585,-2.6550679934797823,-2.663929976255964,-2.6633470845009755,-2.6550679918782243
0.474,-2.6672121628977346,-2.6672121628977346,-2.6913046777986422,-2.6550679934797823,-2.670281376679476,-2.6695484184437523,-2.6550679918782243
0.476,-2.6734953482049137,-2.6734953482049137,-2.5216656286868897,-2.6552883178354985,-2.67652252193548,-2.675625213606872,-2.6552883162339405
0.478,-2.6797785335120934,-2.6797785335120934,-2.976385243575477,-2.6850564087720064,-2.682763667191484,-2.6817020087699914,-2.6850563920484456
0.48,-2.686061718819273,-2.686061718819273,-2.6860171755329096,-2.685246296596178,-2.6887759474039377,-2.687527307238844,-2.6852462798726178
0.482,-2.6923449041264527,-2.6923449041264527,-2.4563776512756172,-2.685246296596178,-2.694598795403105,-2.693181453136676,-2.6852462798726178
0.484,-2.6986280894336323,-2.6986280894336323,-2.934151893798244,-2.6853874059134535,-2.700421643402273,-2.698835599034508,-2.685387389189893
0.486,-2.704911274740812,-2.704911274740812,-2.577790080985496,-2.6853874059134535,-2.7058607265074874,-2.7041481086782357,-2.685387389189893
0.488,-2.7111944600479916,-2.7111944600479916,-2.7366633746912905,-2.6855343571845762,-2.7110262030990295,-2.7092487965678846,-2.685534340461016
0.49,-2.717477645355171,-2.717477645355171,-3.0079617347675915,-2.6855343571845762,-2.7161916796905716,-2.7143494844575335,-2.685534340461016
0.492,-2.723760830662351,-2.723760830662351,-2.264634397464741,-2.6857056463225377,-2.7208115155480015,-2.719031168171618,-2.685705629598978
0.494,-2.73004401596953,-2.73004401596953,-2.6868491368491374,-2.6857056463225377,-2.7250872978450107,-2.7234758169813644,-2.685705629598978
0.496,-2.7363272012767097,-2.7363272012767097,-2.5283908935030883,-2.6859168251314993,-2.72936308014202,-2.7279204657911107,-2.6859168084079394
0.498,-2.7426103865838893,-2.7426103865838893,-2.8711115854173914,-2.7121283100228823,-2.732962478207437,-2.731899633538334,-2.7106507250650353
0.5,-2.748893571891069,-2.748893571891069,-2.6468043919482507,-2.7123493338151974,-2.736188893732237,-2.73561696034518,-2.7108711216625556
0.502,-2.748893571891069,-2.748893571891069,-3.0647646191949685,-2.7123493338151974,-2.7394153092570366,-2.7377485213732555,-2.7108711216625556
0.504,-2.748893571891069,-2.748893571891069,-2.6525831651069005,-2.712509828139395,-2.7419219067780882,-2.7394155508091647,-2.7110297344900687
0.506,-2.748893571891069,-2.748893571891069,-2.3996408509064713,-2.712509828139395,-2.7440904117894203,-2.7408724055692106,-2.7110297344900687
0.508,-2.748893571891069,-2.748893571891069,-2.6397423162056763,-2.712684918120297,-2.746258916800752,-2.7423292603292566,-2.7112016889354296
0.51,-2.748893571891069,-2.748893571891069,-2.824127646690144,-2.7136391979228467,-2.7477689372975402,-2.743376656202856,-2.7112016889354296
0.512,-2.748893571891069,-2.748893571891069,-2.8487291990955996,-2.7138362039979143,-2.7490020445744805,-2.7442631327383507,-2.711393942564265
0.514,-2.748893571891069,-2.748893571891069,-2.79302467422344,-2.7138362039979143,-2.7502351518514208,-2.745149609273845,-2.711393942564265
0.516,-2.748893571891069,-2.748893571891069,-2.8772643962339277,-2.7139563729864795,-2.750920848398948,-2.745721330325956,-2.711507379580642
0.518,-2.748893571891069,-2.748893571891069,-2.9426482768405804,-2.7139563729864795,-2.7513940645324855,-2.7461925328550802,-2.711507379580642
0.52,-2.748893571891069,-2.748893571891069,-2.5372161033388907,-2.714029993383384,-2.7518672806660227,-2.7466637353842045,-2.7115722895119196
0.522,-2.748893571891069,-2.748893571891069,-2.8990323033998893,-2.714029993383384,-2.751915626358408,-2.746937244903762,-2.7115722895119196
0.524,-2.748893571891069,-2.748893571891069,-2.89803078451928,-2.714037142954834,-2.7518108103797525,-2.7471740548764387,-2.711568751493715
0.526,-2.748893571891069,-2.748893571891069,-2.6178727182385657,-2.714037142954834,-2.7517059944010964,-2.7474108648491153,-2.711568751493715
0.528,-2.748893571891069,-2.748893571891069,-3.078190459081356,-2.7139438669225555,-2.7512929315324905,-2.747553812437348,-2.7114628124528575
0.53,-2.748893571891069,-2.748893571891069,-2.7966767626617894,-2.7139438669225555,-2.7507811072255084,-2.747695108796152,-2.7114628124528575
0.532,-2.748893571891069,-2.748893571891069,-2.8816165231529354,-2.7137688340177237,-2.7502692829185262,-2.7478364051549558,-2.71127314315979
0.534,-2.748893571891069,-2.748893571891069,-2.4904779191743502,-2.7137688340177237,-2.749559114154476,-2.747972502041588,-2.71127314315979
0.536,-2.748893571891069,-2.748893571891069,-2.947760553252176,-2.7135525653662285,-2.748805138065941,-2.7481140906424746,-2.7110402671119886
0.538,-2.748893571891069,-2.748893571891069,-2.5770010645499557,-2.7135525653662285,-2.7480511619774055,-2.7482556792433614,-2.689321745820549
0.54,-2.748893571891069,-2.748893571891069,-2.413591584129448,-2.7134031004362944,-2.7472113943296357,-2.74837486287454,-2.6891470469034613
0.542,-2.748893571891069,-2.748893571891069,-2.626306647614953,-2.7134031004362944,-2.7463902321029874,-2.748501938074255,-2.6891470469034613
0.544,-2.748893571891069,-2.748893571891069,-2.7050899136065865,-2.7133372443854844,-2.745569069876339,-2.74862901327397,-2.689040676191829
0.546,-2.748893571891069,-2.748893571891069,-2.666231872984375,-2.7133372443854844,-2.7447894761894878,-2.7487730209474868,-2.689040676191829
0.548,-2.748893571891069,-2.748893571891069,-2.5888541965479717,-2.7133134704325874,-2.744103083556646,-2.748913621456487,-2.688961113774421
0.55,-2.748893571891069,-2.748893571891069,-2.64863849780297,-2.7133134704325874,-2.7434166909238047,-2.7490542219654874,-2.688961113774421
0.552,-2.748893571891069,-2.748893571891069,-2.5204990084991548,-2.713357265246907,-2.7429221017199144,-2.749181155663612,-2.6889338558522153
0.554,-2.748893571891069,-2.748893571891069,-2.688518020314774,-2.713357265246907,-2.7426074557690883,-2.749330750568625,-2.6889338558522153
0.556,-2.748893571891069,-2.748893571891069,-2.479560107392086,-2.713482285799405,-2.742292809818262,-2.7494803454736383,-2.6889725715803294
0.558,-2.748893571891069,-2.748893571891069,-2.8929935296805187,-2.713482285799405,-2.7423422029082767,-2.7496943288222333,-2.6889725715803294
0.56,-2.748893571891069,-2.748893571891069,-2.592499954734712,-2.713638827491647,-2.742664665863435,-2.7499941902401974,-2.689027571185145
0.562,-2.748893571891069,-2.748893571891069,-2.432577979079309,-2.713638827491647,-2.7429871288185934,-2.7502940516581615,-2.689027571185145
0.564,-2.748893571891069,-2.748893571891069,-2.862921146450471,-2.7252861256105954,-2.743856292627605,-2.7507725273964847,-2.689078833986781
0.566,-2.748893571891069,-2.748893571891069,-2.7390033532417783,-2.7252861256105954,-2.7450873773497984,-2.7514004193472883,-2.689078833986781
0.568,-2.748893571891069,-2.748893571891069,-2.6935602427899665,-2.725481546975671,-2.746318462071992,-2.752028311298092,-2.689134663725724
0.57,-2.748893571891069,-2.748893571891069,-2.925041387033346,-2.725481546975671,-2.7482686934321885,-2.7529520919613333,-2.689134663725724
0.572,-2.748893571891069,-2.748893571891069,-2.4537554068393526,-2.7256912496379484,-2.7506521806384963,-2.7540750639009137,-2.6891819690629295
0.574,-2.748893571891069,-2.748893571891069,-2.6988567592732613,-2.7256912496379484,-2.753035667844804,-2.7551980358404946,-2.6891819690629295
0.576,-2.748893571891069,-2.748893571891069,-2.8633356512725388,-2.725894839532873,-2.7562752315716126,-2.7567133966132897,-2.6892003839056717
0.578,-2.748893571891069,-2.748893571891069,-2.7745331039483383,-2.725894839532873,-2.759989124209886,-2.7584604678014797,-2.6892003839056717
0.58,-2.748893571891069,-2.748893571891069,-2.518754014358551,-2.726105710768755,-2.763703016848159,-2.7602075389896696,-2.689203334250865
0.582,-2.748893571891069,-2.748893571891069,-3.028564277022139,-2.7340243808368445,-2.768350217279753,-2.7624091555384442,-2.689203334250865
0.584,-2.748893571891069,-2.748893571891069,-2.7867153886612295,-2.734205096234124,-2.787652092001303,-2.7648518624198695,-2.6891510727196257
0.586,-2.748893571891069,-2.748893571891069,-2.5101253762250773,-2.734205096234124,-2.822044518810174,-2.772589499346275,-2.6891510727196257
0.588,-2.748893571891069,-2.748893571891069,-2.605885491915848,-2.734385811631403,-2.8573439038821205,-2.8219886954957087,-2.6890714492488375
0.59,-2.748893571891069,-2.748893571891069,-2.7790697611169004,-2.77495520279742,-2.8928836186578115,-2.871557695543868,-2.6890714492488375
0.592,-2.748893571891069,-2.748893571891069,-2.768847286180561,-2.775190822246439,-2.928423333433503,-2.921126695592027,-2.689006466384774
0.594,-3.141592653589793,-3.141592653589793,-3.0926124097341487,-2.918916853651677,-2.9641557482048895,-2.970811727954593,-2.689006466384774
0.596,-3.141592653589793,-3.141592653589793,-2.7446205600227707,-2.9191524731006964,-2.9993906641242787,-3.0201861516534865,-2.6888428686862484
0.598,-3.141592653589793,-3.141592653589793,2.9672666980327596,-3.1103917669279744,-3.034625580043668,-3.06956057535238,2.1652260145107003
0.6,-3.141592653589793,-3.141592653589793,2.866509799773764,-3.110547373567403,-3.0690571930397708,-3.1184805360685868,2.1652260145107003
0.602,-3.141592653589793,-3.141592653589793,-3.0836332114464207,-3.110547373567403,-3.102960024134629,-3.126711417109581,-1.580308742661338
0.604,-3.141592653589793,-3.141592653589793,2.800987772221068,-3.110569137964064,-3.123946353595037,-3.1290417386938456,1.2976633034359855
0.606,-3.141592653589793,-3.141592653589793,-2.7954716247189895,-3.110569137964064,-3.127908196574829,-3.130906013551495,-2.1133754298431824
0.608,-3.141592653589793,-3.141592653589793,-2.9346037037524813,-3.1106145001169145,-3.1314094768044662,-3.1325547813198864,-2.1133754298431824
0.61,-3.141592653589793,-3.141592653589793,2.962274575617271,-3.1106145001169145,-3.1349107570341035,-3.1342035490882774,2.2858664363401355
0.612,-3.141592653589793,-3.141592653589793,3.1127827658481038,-3.110695155007619,-3.1375021583529215,-3.1354304323891866,2.2858664363401355
0.614,-3.141592653589793,-3.141592653589793,-3.0663233372329524,-3.110695155007619,-3.139675382104024,-3.136482826715381,-2.5787367991688215
0.616,-3.141592653589793,-3.141592653589793,-2.9545230568743546,-3.110765423641348,3.1413367013244593,-3.1375352210415755,-2.5788370764380995
0.618,-3.141592653589793,-3.141592653589793,-2.8983195051976267,-3.110765423641348,3.1399879301502462,-3.1382454903195507,-2.5788370764380995
0.62,-3.141592653589793,-3.141592653589793,-2.899271255783492,-3.1109342417799906,3.138988308510688,-3.1388346385188397,-2.5787017342583582
0.622,-3.141592653589793,-3.141592653589793,2.8080390705261653,-3.1129126537612266,3.1379886868711298,-3.1394237867181287,2.4054094432613318
0.624,-3.141592653589793,-3.141592653589793,3.095159542881882,-3.113079683462702,3.137676379749911,-3.1397749600833387,2.405473836872644
0.626,-3.141592653589793,-3.141592653589793,2.816482972383638,-3.113079683462702,3.1376212755108925,-3.1400648690799176,2.405473836872644
0.628,-3.141592653589793,-3.141592653589793,-3.099794821864495,-3.1131247078074242,3.137566171271874,-3.1403547780764964,-1.5964703530794122
0.63,-3.141592653589793,-3.141592653589793,2.8366077234366656,-3.1131247078074242,3.138016458666618,-3.1405241188418582,1.333283254651583
0.632,-3.141592653589793,-3.141592653589793,-3.0914070168589896,-3.1130673794708734,3.138614583952841,-3.1406940321150065,-2.58993011046317
0.634,-3.141592653589793,-3.141592653589793,-2.939979781090545,-3.1130673794708734,3.1392127092390645,-3.140863945388155,-2.58993011046317
0.636,-3.141592653589793,-3.141592653589793,-3.0196168216211947,-3.1130030208843205,3.1401001177745753,-3.140992053236553,-2.5898862190185366
0.638,-3.141592653589793,-3.141592653589793,-2.8119535081778,-3.1130030208843205,3.1410151625181206,-3.141124622016899,-2.5898862190185366
0.64,-3.141592653589793,-3.141592653589793,3.0933132593710635,-3.113015845845402,-3.1412550999179203,-3.141257190797245,2.358090029528624
0.642,-3.141592653589793,-3.141592653589793,3.1261912684712727,-3.113015845845402,-3.140288103068107,-3.1413997242600344,2.358090029528624
0.644,-3.141592653589793,-3.141592653589793,-2.927745579863238,-3.1130861985720983,-3.1394170717805165,-3.141539402014248,-2.4214904382742075
0.646,-3.141592653589793,-3.141592653589793,-3.0185658166040876,-3.1130861985720983,-3.138546040492926,3.1415062274111247,-2.4214904382742075
0.648,-3.141592653589793,-3.141592653589793,-2.8214050336739427,-3.1132394858735184,-3.1378667979778405,3.14136987099169,-2.421411084807754
0.65,-3.141592653589793,-3.141592653589793,3.1244983808938747,-3.1132394858735184,-3.1374022780643886,3.1411940924375688,1.621173912108792
0.652,-3.141592653589793,-3.141592653589793,-3.082533282643349,-3.1134511063248493,-3.136937758150937,3.1410183138834475,-2.5738462166198026
0.654,-3.141592653589793,-3.141592653589793,-3.0560051795792513,-3.1134511063248493,-3.136898761867189,3.1407427906076903,-2.5738462166198026
0.656,-3.141592653589793,-3.141592653589793,-3.0862449209841785,-3.1136735510826408,-3.137179626298614,3.140355275219329,-2.573766481182086
0.658,-3.141592653589793,-3.141592653589793,3.0466697667071365,-3.115866098748064,-3.1374604907300396,3.139967759830968,1.5433452979220539
0.66,-3.141592653589793,-3.141592653589793,-3.0616611832595044,-3.1160909506615004,-3.1383733030485645,3.1393576237451,-2.316909553640711
0.662,-3.141592653589793,-3.141592653589793,-3.0754823928070363,-3.1160909506615004,-3.1396890017132866,3.1385789540748297,-2.316909553640711
0.664,-3.141592653589793,-3.141592653589793,3.0015057669117593,-3.1162849855831882,-3.1410047003780086,3.1378002844045594,1.4981812981266767
0.666,-3.141592653589793,-3.141592653589793,-2.9185071107359426,-3.1162849855831882,3.140070352313878,3.13668851722442,-1.41518264195086
0.668,-3.141592653589793,-3.141592653589793,2.8361413074389152,3.074487480689463,3.137503160413523,3.135364124323216,2.6581536291283205
0.67,-3.141592653589793,-3.141592653589793,3.131506429178873,3.074487480689463,3.1349359685131684,3.1340397314220123,2.6581536291283205
0.672,-3.141592653589793,-3.141592653589793,2.959018180103109,3.074335885571634,3.131468501812915,3.1322970151026324,2.658212135987518
0.674,-3.141592653589793,-3.141592653589793,3.000899143646057,3.074335885571634,3.127522674267851,3.1303167063871453,2.658212135987518
0.676,-3.141592653589793,-3.141592653589793,2.8665538178217136,3.0742376795823825,3.1235768467227865,3.1283363976716583,2.6580628791718603
0.678,-3.141592653589793,-3.141592653589793,-2.976885177820743,3.0742376795823825,3.1028810240538793,3.125890433382468,-2.5147454969672203
0.68,-3.141592653589793,-3.141592653589793,-3.0381401065198523,3.0741205085614896,3.0680857911368995,3.117791638101102,-2.51482667493947
0.682,-3.141592653589793,-3.141592653589793,-3.032698031290657,3.0741205085614896,3.03329055821992,3.0686587107082834,-2.51482667493947
0.684,-3.141592653589793,-3.141592653589793,3.056008740328971,3.0550953989647187,2.997692692918822,3.0190714074179876,2.780051262128892
0.686,-3.141592653589793,-3.141592653589793,3.0444180125045457,3.0437202269040387,2.9620763291903764,2.9694441266856657,2.780051262128892
0.688,2.748893571891069,-3.5342917352885173,2.5288943799241306,2.900301981446268,2.9264599654619308,2.919816845953344,2.7801982240663734
0.69,2.748893571891069,-3.5342917352885173,2.9060331537166064,2.900301981446268,2.891037512029522,2.870305900202212,2.7801982240663734
0.692,2.748893571891069,-3.5342917352885173,2.846854186465308,2.900190419161471,2.8561929569066007,2.8211275485844944,2.78031291409869
0.694,2.748893571891069,-3.5342917352885173,2.8343274363855873,2.900190419161471,2.821348401783679,2.7719491969667773,2.78031291409869
0.696,2.748893571891069,-3.5342917352885173,3.104579252537538,2.9000645451193985,2.787411049640124,2.763695757374172,2.780337896575317
0.698,2.748893571891069,-3.5342917352885173,3.0194874079713614,2.9000645451193985,2.7668802809132362,2.7615962301734496,2.780337896575317
0.7,2.748893571891069,-3.5342917352885173,3.032369525193568,2.8998774283458992,2.762442991806719,2.7594967029727275,2.780226214555886
0.702,2.748893571891069,-3.5342917352885173,2.928962593254311,2.8998774283458992,2.7589430061451528,2.7578531536581834,2.780226214555886
0.704,2.748893571891069,-3.5342917352885173,2.386727260369863,2.7778801716135346,2.7558926832359845,2.7564133447351504,2.7518173714332406
0.706,2.748893571891069,-3.5342917352885173,2.3041555028696545,2.7778801716135346,2.7528423603268166,2.7549735358121175,2.7518173714332406
0.708,2.748893571891069,-3.5342917352885173,2.9283443617009466,2.7778181107149207,2.7506797032877324,2.7539327953651327,2.751738701471518
0.71,2.748893571891069,-3.5342917352885173,2.7728652284174586,2.7778181107149207,2.7489153031585563,2.753050187625426,2.751738701471518
0.712,2.748893571891069,-3.5342917352885173,2.737790460635978,2.7778138328070487,2.74715090302938,2.752167579885719,2.7517012083476833
0.714,2.748893571891069,-3.5342917352885173,2.8436370378162046,2.7778138328070487,2.7461712638693063,2.751595309445578,2.7517012083476833
0.716,2.748893571891069,-3.5342917352885173,2.7677490342011724,2.7778078352635642,2.745512773805425,2.7511254931169145,2.751645395253003
0.718,2.748893571891069,-3.5342917352885173,2.89563610792501,2.7778078352635642,2.7448542837415433,2.7506556767882504,2.751645395253003
0.72,2.748893571891069,-3.5342917352885173,2.6537540889756808,2.7777940359760125,2.744827649387814,2.750387519461997,2.7515651887982444
0.722,2.748893571891069,-3.5342917352885173,2.909243282026574,2.7777940359760125,2.745023758444334,2.750161936707424,2.7515651887982444
0.724,2.748893571891069,-3.5342917352885173,2.6974966129583295,2.7777731670361847,2.745219867500854,2.749936353952851,2.751461332687386
0.726,2.748893571891069,-3.5342917352885173,2.5693150208000963,2.7777731670361847,2.7458532378959397,2.7497927003891816,2.751461332687386
0.728,2.748893571891069,-3.5342917352885173,2.7428904711044466,2.7777824815116308,2.7465955581641013,2.7496399137952365,2.7513710944816347
0.73,2.748893571891069,-3.5342917352885173,2.9660881313988128,2.7777824815116308,2.7473378784322624,2.7494871272012915,2.7513710944816347
0.732,2.748893571891069,-3.5342917352885173,2.9035697897631008,2.7777806870417328,2.7482926605096205,2.7493626926939974,2.7512531991811744
0.734,2.748893571891069,-3.5342917352885173,2.697770895307371,2.7777806870417328,2.7492341015730544,2.7492320305137414,2.7512531991811744
0.736,2.748893571891069,-3.5342917352885173,2.7021266801493193,2.7777540120933777,2.7501755426364882,2.749101368333485,2.7510938954637085
0.738,2.748893571891069,-3.5342917352885173,2.629991801549064,2.7777540120933777,2.751088078935271,2.7489555552738074,2.7510938954637085
0.74,2.748893571891069,-3.5342917352885173,2.8494534405135963,2.777763743494841,2.751864226613114,2.748817532676253,2.750954493198427
0.742,2.748893571891069,-3.5342917352885173,2.6195292575203695,2.777763743494841,2.752640374290957,2.7486795100786994,2.750954493198427
0.744,2.748893571891069,-3.5342917352885173,2.8646374781828285,2.777796645290957,2.753145116039536,2.7485255452441266,2.750821782278525
0.746,2.748893571891069,-3.5342917352885173,2.74407999265218,2.777796645290957,2.753398167792087,2.748301589647843,2.750821782278525
0.748,2.748893571891069,-3.5342917352885173,2.7337320682115296,2.7778529683556563,2.753651219544638,2.7480776340515596,2.750696042208385
0.75,2.748893571891069,-3.5342917352885173,3.074272045222636,2.7778529683556563,2.753406115950178,2.7477105192558846,2.750696042208385
0.752,2.748893571891069,-3.5342917352885173,2.7915435201552863,2.777872765784561,2.75281059021397,2.7472116897993275,2.7505173574681656
0.754,2.748893571891069,-3.5342917352885173,-3.0668937355603543,2.777872765784561,2.7522150644777614,2.746712860342771,-1.5635692667752716
0.756,2.748893571891069,-3.5342917352885173,2.8013567863182605,2.777771253888379,2.7509277071276794,2.7459524307338383,2.5363661720514044
0.758,2.748893571891069,-3.5342917352885173,2.8873740232218172,2.777771253888379,2.7492158969167346,2.7450072752406167,2.5363661720514044
0.76,2.748893571891069,-3.5342917352885173,2.864144763555705,2.7775664002433453,2.74750408670579,2.744062119747395,2.53641171937229
0.762,2.748893571891069,-3.5342917352885173,2.6556606719362166,2.656436099345779,2.7449555526129283,2.7427522673669444,2.53641171937229
0.764,2.748893571891069,-3.5342917352885173,2.5987972045784766,2.599583494607072,2.741939202123213,2.741219164094087,2.5363218898022377
0.766,2.748893571891069,-3.5342917352885173,2.4083959716883245,2.588003651378242,2.7389228516334976,2.7396860608212292,2.5363218898022377
0.768,2.748893571891069,-3.5342917352885173,2.457194497203334,2.587816632055602,2.734984929564082,2.737714255921752,2.5362358322554734
0.77,2.748893571891069,-3.5342917352885173,2.5605347825476783,2.587816632055602,2.7305687545279542,2.73550172085663,2.5362358322554734
0.772,2.748893571891069,-3.5342917352885173,2.420155794128528,2.5877087486245407,2.710329511286011,2.7332891857915076,2.5361965562194713
0.774,2.748893571891069,-3.5342917352885173,2.671472544705013,2.5877087486245407,2.675476250227155,2.725186235501936,2.5361965562194713
0.776,2.748893571891069,-3.5342917352885173,2.9583794040401026,2.587559993750397,2.6402450330764347,2.675790718903598,2.5360840425868614
0.778,2.748893571891069,-3.5342917352885173,2.636824488147269,2.587559993750397,2.6050138159257146,2.62639520230526,2.5360840425868614
0.78,2.748893571891069,-3.5342917352885173,2.548458980458207,2.5480202280009157,2.5691865224664396,2.5766271617037275,2.535866179779284
0.782,2.356194490192345,-3.9269908169872414,2.329684791902128,2.44475822955181,2.5336634568192813,2.527053566852058,2.4447004072978245
0.784,2.356194490192345,-3.9269908169872414,2.4582717608913156,2.4445382546940113,2.498140391172123,2.477479972000389,2.4444804324400256
0.786,2.356194490192345,-3.9269908169872414,2.480988543820469,2.4445382546940113,2.4632145072518936,2.4282791696995267,2.4444804324400256
0.788,2.356194490192345,-3.9269908169872414,2.506312774267388,2.4443182798362124,2.428850823811849,2.3793628468978625,2.4442604575822267
0.79,2.356194490192345,-3.9269908169872414,2.1994092236796003,2.43882994514821,2.3944871403718047,2.3709735904269045,2.438787646017801
0.792,2.356194490192345,-3.9269908169872414,2.3076962426582583,2.4386525567376376,2.374847444766422,2.36886637256607,2.4386102576072286
0.794,2.356194490192345,-3.9269908169872414,2.5942162833887585,2.4386525567376376,2.370706245842918,2.366984682624401,2.4386102576072286
0.796,2.356194490192345,-3.9269908169872414,2.4149837963102883,2.438512787585962,2.3665650469194137,2.365102992682732,2.4384704884555535
0.798,2.356194490192345,-3.9269908169872414,2.6785287934244955,2.438512787585962,2.363348272052278,2.3636628032823075,2.4384704884555535
0.8,2.356194490192345,-3.9269908169872414,2.045174606544197,2.35577807032982,2.3605639516897066,2.362413200650593,2.3557753088401574
0.802,2.356194490192345,-3.9269908169872414,2.210365450447563,2.35577807032982,2.3577796313271353,2.361163598018879,2.3557753088401574
0.804,2.356194490192345,-3.9269908169872414,2.424467668471861,2.355651213154279,2.3558489712747184,2.360287674629125,2.3556484516646163
0.806,2.356194490192345,-3.9269908169872414,2.376046615399862,2.355651213154279,2.354291516909168,2.3595534370790014,2.3556484516646163
0.808,2.356194490192345,-3.9269908169872414,2.539609322563169,2.3555035170088017,2.3527340625436173,2.358819199528878,2.355500755519139
0.81,2.356194490192345,-3.9269908169872414,2.3899032521814028,2.3555035170088017,2.351913911377565,2.358363390139801,2.355500755519139
0.812,2.356194490192345,-3.9269908169872414,2.3190417621514388,2.3553233681696044,2.3513902320774984,2.357992431561652,2.3553206066799417
0.814,2.356194490192345,-3.9269908169872414,2.5311773391127894,2.3553233681696044,2.3508665527774317,2.3576214729835026,2.3553206066799417
0.816,2.356194490192345,-3.9269908169872414,2.2611353976203006,2.3543119547795337,2.3509293059115843,2.3574177509756042,2.3543098903097484
